seed,truth,threshold,truth_probability,market,closing,outcome,trades,best single agent,simple mean,precision weighted,extremized,agent_0,agent_1,agent_2,agent_3,agent_4,agent_5,agent_6,agent_7
411493673,0.5787166387421108,0.5855,0.2622888907851008,0.16,0.17,0.0,219,0.18724295094733845,0.23033390544182827,0.31225652798571707,0.3389723907515962,0.1192966518173203,0.1593044816502346,0.18724295094733845,0.36832858445878125,0.1688573584108366,0.08049611580756699,0.40983169788958895,0.34931340255295906
844262114,0.6269080609039885,0.6205,0.7159144910073131,0.33,0.34,1.0,426,0.7118352864229704,0.42005385307033427,0.47309807466042647,0.37588476774926854,0.5610060684854721,0.01714984420070087,0.5659195053947719,0.0640542033532302,0.91149539995455,0.10880858859256326,0.7118352864229704,0.42016192815841513
